"AHSA1"
"KIAA1212"
"DNTTIP2"
"ARL8B"
"LRP11"
"CLSTN2"
"C20orf6"
"STAT5A"
"GPBP1"
"LCE1D"
"CACNA2D2"
"AP3S2"
"MTERFD1"
"PBXIP1"
"ZNF486"
"SYNGR4"
"KRT33A"
"USF2"
"MGC14376"
"NCOA2"
"GTPBP8"
"TMF1"
"LCE5A"
"PAK7"
"HKR3"
"NRCAM"
"ZCCHC3"
"MGC40579"
"ERGIC2"
"SUPT7L"
"SLC35A2"
"COL21A1"
"ADPRHL2"
"JTV1"
"DUS4L"
"FAM5B"
"C1orf9"
"KIFC1"
"STAM2"
"GPR125"
"DEFB123"
"BRCA1"
"MANBA"
"OR10J1"
"NEK9"
"ANAPC7"
"CASQ2"
"SCARF1"
"ENDOG"
"CCDC91"
"NPPA"
"C20orf111"
"AADAT"
"PHB2"
"ADAM29"
"LRRC16"
"CCR5"
"PCMTD1"
"DPH1"
"C14orf130"
"ZFHX1B"
"RNF185"
"PRKCDBP"
"ZNF91"
"SF3B3"
"CPLX1"
"VAPA"
"PTPLA"
"CEACAM19"
"C7orf28A"
"C3orf20"
"FDX1"
"BAIAP2L2"
"DCC1"
"GSTZ1"
"RALGPS2"
"OLFML2A"
"SNRPB"
"ANKRD49"
"ASMTL"
"TH"
"TCERG1L"
"ASB7"
"SPG21"
"DDX4"
"PAG1"
"SLC36A1"
"PABPC1"
"SCLY"
"SYCP3"
"C10orf63"
"PRPSAP1"
"PANX3"
"UTF1"
"DNM1L"
"RRM2B"
"CRYGD"
"PKP4"
"UBE2C"
"HSPC142"
"GPR176"
"TAF9"
"KCND1"
"LOXL2"
"SPINT1"
"ZNF680"
"SCML1"
"CACNG6"
"SPAG8"
"XPC"
"ZNF302"
"CYP4F12"
"VPS24"
"LOC493869"
"SLMAP"
"OPRD1"
"GPR75"
"TNFRSF4"
"PEX10"
"ZNF45"
"ZNF79"
"KDELC1"
"CACNA1C"
"OR1D2"
"AGTPBP1"
"SPCS1"
"FAM12B"
"KRTAP4-10"
"AHCTF1"
"DDAH2"
"CENPM"
"TMOD3"
"VN1R1"
"LGICZ1"
"ADAMTS1"
"RPL10L"
"CASC3"
"GOT1"
"BLCAP"
"ARMC7"
"BICD2"
"PCNX"
"FOXRED2"
"CCDC97"
"SAT2"
"CEBPB"
"OR5V1"
"KIAA1542"
"NLGN4Y"
"ANKRD25"
"EIF2B1"
"AVIL"
"SLC25A19"
"MFAP1"
"LTB4DH"
"CCDC106"
"LIPT1"
"LOC400506"
"NAT13"
"PYCARD"
"PSG6"
"C14orf129"
"S100A14"
"FLJ20628"
"HNT"
"FOXC2"
"GRIN1"
"ZNF426"
"PTPRC"
"ZNF333"
"KIAA1627"
"RP4-747L4.3"
"FMO2"
"CCPG1"
"RGR"
"RNASE13"
"ICAM3"
"MGC17330"
"JMY"
"MAGEB2"
"DDX18"
"PRKG1"
"OPLAH"
"CCDC120"
"MTHFR"
"DKFZP686A10121"
"UACA"
"RAD23A"
"JAG2"
"CHD1L"
"ZNFN1A5"
"LGALS12"
"QTRTD1"
"SNRK"
"SMG6"
"KIAA0494"
"GMPPA"
"RETSAT"
"PIGM"
"PRIM1"
"TRIM5"
"CST5"
"MRPS31"
"TSPYL3"
"GNA12"
"OXR1"
"ZNF409"
"RNF149"
"DUSP15"
"BRAP"
"KLF4"
"SPECC1"
"OPTC"
"GALNACT-2"
"YWHAE"
"AQR"
"SMYD3"
"AXUD1"
"EXOSC10"
"KCNJ15"
"PELI3"
"OVCH2"
"GTF2F2"
"TBX3"
"SH2D2A"
"NUP37"
"ZNF588"
"PIP5K1B"
"SNTA1"
"MFSD1"
"FBLIM1"
"PYGM"
"TFRC"
"SKI"
"STMN1"
"ACRBP"
"HPN"
"MTHFD2"
"GMFB"
"YY1AP1"
"MAOA"
"FUT1"
"GON4L"
"SHD"
"PDE10A"
"FLJ13639"
"DGCR6"
"DDX24"
"PRSS2"
"SETBP1"
"UTX"
"OR3A1"
"NDE1"
"CHIA"
"FLJ12700"
"FBXW5"
"OR8S1"
"FBXO24"
"MTMR6"
"AIPL1"
"CNFN"
"EPPK1"
"CXCL12"
"PTD004"
"PGRMC2"
"DPEP3"
"MELK"
"PAK1IP1"
"HMBOX1"
"LYPD5"
"TMEM157"
"DGCR2"
"ANP32E"
"FLJ20054"
"GP6"
"CANX"
"HOOK3"
"FAM62A"
"RPP30"
"RFWD2"
"CDH19"
"FBXO38"
"SYT2"
"VIPR1"
"EDG1"
"LOR"
"NME6"
"GAS2L1"
"TCFL5"
"TALDO1"
"C16orf3"
"OR1E2"
"PRPF6"
"WNT5A"
"HELB"
"GLTSCR1"
"PMAIP1"
"ZNF462"
"FUK"
"MARK4"
"EXOSC4"
"RNF103"
"GGA3"
"ZNF667"
"RRAGB"
"TRIM6"
"DAD1"
"FLJ22639"
"PHF16"
"SLC12A2"
"CD82"
"PGBD2"
"OR4D1"
"CYB5R3"
"SUHW4"
"C20orf112"
"IRS2"
"ACP2"
"MAPK1"
"OR7E24"
"LSM3"
"LCE3A"
"PPP1CA"
"KCNA10"
"DIP2C"
"C7orf30"
"LOC284296"
"HGFAC"
"CABP5"
"HBZ"
"TTRAP"
"ACTL8"
"SMARCA5"
"PUM2"
"C17orf71"
"TCL1B"
"NUDCD2"
"TRIM4"
"KIF23"
"LRRC8D"
"ASCIZ"
"TAF6"
"RFX2"
"RANGNRF"
"C12orf48"
"C3orf21"
"APOF"
"ITGB1BP1"
"MGC4677"
"GIF"
"FLJ10099"
"MARS"
"PHF14"
"DBNDD2"
"MTFR1"
"PIR"
"SEC11L3"
"PEPD"
"INHBB"
"CALML6"
"HPS3"
"COL25A1"
"FGF8"
"SLC44A3"
"SLC10A3"
"ALDH1A3"
"TNNI3K"
"PECI"
"NDRG1"
"PAX4"
"SF4"
"C12orf50"
"C1orf112"
"SLC24A1"
"IL11RA"
"MFAP3"
"PMS2"
"MYO1D"
"ZNF498"
"C14orf138"
"MGC39518"
"NR1D2"
"IGL@"
"OR5M11"
"CD151"
"C6orf162"
"MTRF1L"
"HERC2"
"NEF3"
"RASGRP4"
"CHDH"
"SFRS5"
"C17orf42"
"FGFR1OP2"
"C12orf22"
"RASGRF1"
"MESP1"
"SFTPG"
"SLC39A6"
"SGSH"
"PIP5K3"
"CAPN3"
"IL1RAPL2"
"OSMR"
"LOC283487"
"ISLR2"
"EFEMP2"
"PDCD6"
"AP2A1"
"PNKD"
"DDX11"
"ACPT"
"POLR3K"
"ZFP36L2"
"COX4I2"
"HEMK2"
"DEGS2"
"PKLR"
"MAP3K6"
"ZNF35"
"OMA1"
"UST"
"C9orf21"
"BTBD16"
"PPM1M"
"LOC646627"
"CSMD1"
"UPF2"
"CTGLF1"
"PGLYRP4"
"FLT3"
"OR2F2"
"CALD1"
"AKNA"
"PHLDA3"
"CKB"
"PLA2G4A"
"SNCB"
"RFC1"
"HDLBP"
"NCOA7"
"SPON1"
"PPOX"
"TACR1"
"LOC90379"
"AOC3"
"RIBC2"
"MOS"
"USPL1"
"AARSD1"
"SLC22A13"
"ZNF430"
"ADNP"
"MT"
"POLE2"
"FGFR1"
"C6orf194"
"UGT8"
"ZNF669"
"SMUG1"
"ZNF10"
"PSRC2"
"Tenr"
"FAM3A"
"RPESP"
"SMTNL1"
"MARCH5"
"CCDC75"
"CHD6"
"PQLC3"
"HTRA2"
"FAM76B"
"COMMD10"
"VIPR2"
"SUMO1"
"SCNN1B"
"MMP10"
"PSKH1"
"OR10S1"
"DNAJC5G"
"CCDC42"
"HCG9"
"C9orf89"
"PNMA3"
"CHRNA2"
"PSMC2"
"DES"
"UBN1"
"C9orf58"
"SDC3"
"PLCD1"
"SCYL3"
"C20orf10"
"PIK3CD"
"INHA"
"SLC41A3"
"SLK"
"TCF1"
"BAI2"
"ADAMTS13"
"MAP3K2"
"PCYOX1"
"LYNX1"
"FAM120B"
"DKFZp434K191"
"SRCAP"
"IFIT3"
"NELL1"
"MGC20983"
"F12"
"SEPT2"
"GRAP"
"EPSTI1"
"GDF11"
"PLXNB2"
"MUM1"
"NT5C3L"
"EPS15"
"JMJD2A"
"ACTN4"
"OR7D2"
"MAD2L1"
"RP11-82K18.3"
"PALMD"
"AKT1S1"
"PTER"
"CCDC52"
"MAS1L"
"THOC6"
"FASLG"
"ZNF44"
"PRG2"
"BRWD2"
"CENPQ"
"PLCB4"
"CRSP6"
"Ells1"
"PRRG1"
"PLCXD1"
"ZNF304"
"NMT2"
"SIRPD"
"KNTC1"
"FKBP14"
"CAD"
"CCDC14"
"NUDT1"
"CELSR1"
"CEP250"
"RBM12"
"GINS2"
"TBX2"
"IL10RB"
"SAMD4A"
"PCNT"
"BBS4"
"SYMPK"
"PSIP1"
"MPP2"
"CCDC36"
"USP3"
"GCNT4"
"FLJ32658"
"KLK11"
"BATF"
"GNB4"
"WNT10B"
"SKIV2L2"
"RNF11"
"PTBP2"
"MSX1"
"AMBP"
"GCC1"
"COX6A2"
"MGC16385"
"TTBK2"
"ZDHHC7"
"PDCD4"
"C14orf151"
"SMPD3"
"PSEN1"
"SLITRK2"
"WDR26"
"HR"
"MYH1"
"CDR2L"
"ZNF569"
"CST7"
"SCRN1"
"TUSC2"
"SLC6A8"
"SNF8"
"GRAP2"
"CD244"
"C3orf40"
"C12orf5"
"PDXP"
"LHX4"
"GARNL3"
"PKD2L1"
"ABCB7"
"LOC285148"
"TMSL8"
"PSMA3"
"FIBP"
"NTHL1"
"NANOG"
"LOC284361"
"BAZ1A"
"CHCHD8"
"USP42"
"AGC1"
"SPATA3"
"RBM17"
"KIAA2013"
"CSPP1"
"RANBP5"
"RPL22L1"
"PLA2G2F"
"STK40"
"ODC1"
"PRR14"
"USP6"
"SERPINB3"
"PDGFRA"
"GPHN"
"SPFH1"
"C20orf85"
"IGSF2"
"CEBPZ"
"BID"
"CENPL"
"CTGF"
"PRKAB2"
"ZNF267"
"MTO1"
"FLJ22531"
"CNN1"
"HIRIP3"
"USH1C"
"CHST5"
"GLT6D1"
"FEM1C"
"PNPT1"
"DNAJB14"
"GLS"
"LILRA1"
"TRIM68"
"CSNK2A1"
"RHOH"
"CFP"
"RTN3"
"HIST2H4A"
"PTPRM"
"ADIPOR1"
"UBXD4"
"FAM20A"
"TSGA10IP"
"PIGV"
"MCOLN1"
"WWC3"
"RHOBTB1"
"BFSP1"
"SLBP"
"DHX33"
"ATP13A1"
"PCTP"
"FBXO34"
"GNRH2"
"PLEKHF2"
"TBC1D9"
"RBED1"
"EXO1"
"CSNK1E"
"C15orf2"
"RPS6KA4"
"TSPAN19"
"COX10"
"VANGL1"
"SEMA3C"
"TGM7"
"DNAJC19"
"NYX"
"FBXO11"
"OXSM"
"ACTG1"
"NXT2"
"INOC1"
"ZNF358"
"CTTN"
"CD80"
"SPSB3"
"C1orf89"
"ZNF285"
"TPSG1"
"SLC6A7"
"TMTC4"
"ETFDH"
"GTL3"
"TCEAL1"
"CRLS1"
"RNU3IP2"
"SRI"
"KIAA0174"
"CHAF1B"
"ABCC2"
"TGFBR1"
"UNC45B"
"EDF1"
"LEO1"
"MPL"
"PWP2H"
"ZNF197"
"WBSCR16"
"ZNF230"
"GPT"
"MYNN"
"TCEA2"
"MAGEA3"
"SCO2"
"SNX19"
"FLJ25439"
"ARIH2"
"SCNN1A"
"FAM38A"
"FLII"
"CCDC21"
"MYH7"
"SFRS14"
"MEA1"
"SOSTDC1"
"NSUN3"
"OR2D2"
"C15orf34"
"NCF1"
"NPBWR1"
"ENO1"
"C21orf55"
"CUEDC2"
"FLJ13744"
"PSME2"
"ALDOC"
"GALNT1"
"PASK"
"TRIP13"
"ZDHHC1"
"KLHL18"
"P2RY10"
"FBXO39"
"ZNF43"
"MARCKS"
"KIAA1822L"
"DBF4"
"HEAB"
"CNNM2"
"ADD2"
"JARID1B"
"ADORA3"
"CRYAA"
"GNG7"
"TREX1"
"SIDT1"
"PRPF40A"
"PRDX5"
"WDHD1"
"PTMA"
"POLE"
"RHPN1"
"C1orf124"
"ZNF442"
"LIPL4"
"UBE2F"
"MRPL33"
"RP1-32F7.2"
"CPT1A"
"TLE4"
"C6orf114"
"DGKD"
"ZNRD1"
"TICAM1"
"GPRC5D"
"FMR1NB"
"STK24"
"APOL6"
"ZNF746"
"ALDH3A1"
"C14orf120"
"DNM3"
"AOF1"
"SPARC"
"LOC133308"
"SFRS4"
"SPANXA1"
"DYNC2H1"
"SLC37A4"
"LY6D"
"FLJ30707"
"OR10G8"
"DALRD3"
"EPB41L5"
"MTERFD3"
"OR5L2"
"DUSP21"
"EPHA5"
"CENPC1"
"PRKCB1"
"FAM83A"
"PSPHL"
"SC5DL"
"SLC16A5"
"HECTD1"
"CSF1"
"DRG1"
"SSTR2"
"GNRH1"
"SDCBP"
"RHOA"
"ZNF271"
"STON2"
"TSEN54"
"OR10H3"
"ZNF350"
"NUDT9"
"SPEG"
"SELI"
"SEMA6B"
"IGF2AS"
"PLOD3"
"HMGN3"
"MOG"
"SAV1"
"C1orf48"
"LOC283537"
"VBP1"
"C10orf11"
"VPS33A"
"PLAC1"
"MAML3"
"MYH10"
"ZNF578"
"TBC1D3"
"CAMK1D"
"ABHD12"
"PAGE5"
"ITGA2B"
"LY6G6C"
"ZIC3"
"SLC27A6"
"TUSC5"
"WFDC3"
"BANP"
"PDCD5"
"RUVBL1"
"C7orf36"
"FAM45B"
"TPMT"
"KCMF1"
"ITGA4"
"ZCCHC6"
"DHX30"
"GPR111"
"HPS1"
"STAB2"
"LOC347273"
"C1orf158"
"FLRT3"
"PLEKHG5"
"SLC16A14"
"ANKRD13D"
"ZBTB1"
"EPB42"
"MINK1"
"ARHGEF12"
"GAMT"
"GSPT2"
"CRAT"
"TNFRSF11B"
"ZNF579"
"FBXO6"
"FSD1L"
"GEM"
"CARD10"
"ZCCHC11"
"FAM29A"
"CEP290"
"WDR66"
"AREG"
"AKR1B1"
"ZNF678"
"IFRD1"
"OR4D5"
"FBN3"
"MGC7036"
"PAMCI"
"C6orf96"
"FANCD2"
"WDR77"
"UPP1"
"NIPA1"
"GCLC"
"CEP57"
"HSPB6"
"EFCAB2"
"ARL8A"
"COL2A1"
"SULF2"
"SYT7"
"BCL2L12"
"UBE2J2"
"RBKS"
"C11orf77"
"CDR2"
"OPRS1"
"FTSJ1"
"HCFC2"
"ZNF85"
"DDA1"
"DAAM1"
"SMARCD2"
"FAM44C"
"EBPL"
"NDUFS1"
"PHGDHL1"
"ADAM8"
"KRT9"
"C1orf175"
"CORO1B"
"CABP2"
"MLX"
"STAU1"
"MYOD1"
"ZFHX4"
"FUSIP1"
"SLC25A13"
"PNPLA8"
"TMEM69"
"MAP4K5"
"UGP2"
"ARHGAP5"
"OLAH"
"THAP8"
"INTS1"
"NARF"
"LRP2BP"
"FANCA"
"MGC24125"
"GALM"
"SIX4"
"SNRPD1"
"TRAM1"
"ZNF228"
"TFIP11"
"JMJD1B"
"PRKD1"
"CLEC11A"
"FLJ22028"
"SEC61G"
"POT1"
"RCN3"
"GCHFR"
"HOXD8"
"DOK2"
"C12orf4"
"RTN4IP1"
"GULP1"
"PDGFA"
"WIRE"
"SOS1"
"S100A10"
"MKL1"
"GATAD2B"
"AFM"
"TCF4"
"PPTC7"
"FAM55C"
"UBE2G1"
"HDDC3"
"TFF2"
"MMP15"
"KLK10"
"NKTR"
"PLXNA1"
"OR2C1"
"SIAH1"
"EHD1"
"SLC11A1"
"PRX"
"C3orf1"
"LRP16"
"C21orf66"
"VSX1"
"GMDS"
"GRINL1A"
"PTPN5"
"FUT5"
"SLC3A1"
"TETRAN"
"POLD4"
"RAB11FIP5"
"ZC3H7A"
"FLOT1"
"FLJ40432"
"EN2"
"SNX9"
"OTOA"
"ART1"
"PHF1"
"ILKAP"
"AGPS"
"ELOVL3"
"TOMM7"
"SNX16"
"CXADR"
"MORN1"
"AK5"
"ARF6"
"TMEM116"
"EPN1"
"XCL2"
"MRPL9"
"SHFM3P1"
"ZNF553"
"TTC23"
"SAC3D1"
"NOD3"
"KIAA0652"
"ABTB1"
"RINT1"
"RRAGC"
"PPP3CB"
"TNKS2"
"NEIL2"
"UFD1L"
"C19orf26"
"CDC91L1"
"COX15"
"ITGAM"
"ZC3H14"
"LOC339745"
"TMPRSS11F"
"DIO2"
"SOX12"
"MID1IP1"
"IL17RA"
"ARL17P1"
"C6orf199"
"DCP1A"
"PB1"
"WT1"
"SCUBE2"
"CHEK2"
"SCN11A"
"C10orf35"
"ALKBH1"
"HES7"
"SLC12A1"
"ZNF12"
"NSFL1C"
"ITGAX"
"GABRR3"
"NDUFAF1"
"RFXDC2"
"TTC30B"
"LOC642299"
"MUC2"
"SEC23IP"
"MRPL42P5"
"C9orf5"
"ARL5B"
"KCNQ3"
"ZNF322B"
"SLC6A16"
"GPI"
"FLJ10490"
"GPR68"
"CTNNAL1"
"RIOK2"
"CINP"
"FAT"
"SUMF2"
"ATP2A1"
"MFSD5"
"CPD"
"OTUD4"
"EFHD1"
"BRIP1"
"C15orf29"
"EIF1AY"
"SHRM"
"MC1R"
"KRR1"
"76P"
"ATPBD1C"
"SIRT7"
"CNIH"
"CAPZA1"
"ENAH"
"MCAM"
"C4orf24"
"AP1G1"
"MASP1"
"LOC196549"
"C15orf31"
"PRB3"
"SLURP1"
"CLCNKA"
"EVI5L"
"ZBTB4"
"STT3A"
"OR5D14"
"C14orf152"
"GPAM"
"POLRMT"
"LY6K"
"ARID4B"
"DNAJC3"
"ZAP70"
"SCGB1D4"
"ZNF80"
"RASSF3"
"CHCHD2"
"DHX32"
"CLDN6"
"MAPKAPK2"
"MRPL2"
"COX7B"
"OR52B2"
"TMEM101"
"SERPINA9"
"MRPS15"
"DIRAS1"
"TMEM156"
"TRIT1"
"WNT3A"
"PLSCR4"
"GKN1"
"FAM3D"
"ALKBH3"
"HIF1AN"
"PROS1"
"KCTD12"
"FLJ23356"
"C3orf34"
"HSD17B12"
"STAT2"
"MKNK1"
"HDAC9"
"STAG3"
"HAMP"
"RGPD5"
"C10orf112"
"GMCL1"
"CPEB3"
"NUBP1"
"MAN2A1"
"C10orf10"
"MICAL1"
"NEDD4"
"DOT1L"
"DTX1"
"TBX6"
"RAP1GAP"
"CCDC64"
"CASC5"
"CYLN2"
"SH3BGRL2"
"MGC12760"
"TMPIT"
"STAT3"
"CLN3"
"GSTA3"
"KLHL9"
"SLC39A8"
"LMX1A"
"FXYD5"
"KATNAL1"
"ACO1"
"ZNF512"
"DOCK9"
"ALK"
"RPL7L1"
"NOC3L"
"PEX19"
"CEP350"
"FZD10"
"CASD1"
"LAMA1"
"CLK3"
"CCDC26"
"CAMK2D"
"VAC14"
"CEND1"
"ASCL2"
"C14orf108"
"PARP4"
"FLJ20850"
"FBXL4"
"CCNC"
"CHML"
"CECR2"
"KIAA1370"
"CNOT2"
"MSMB"
"APBA1"
"C20orf45"
"PRDM8"
"UPB1"
"MAT2A"
"MLL5"
"CEP70"
"ARV1"
"GPR45"
"RSU1"
"TGFA"
"PUS7"
"MAP3K7IP2"
"C21orf122"
"ZNF238"
"SH3PXD2B"
"DMWD"
"TMTC1"
"TCL6"
"HIST1H3A"
"MGAT1"
"RICS"
"ZMYM4"
"NDOR1"
"FAM71B"
"MLANA"
"ZNF250"
"TFE3"
"SIRT1"
"HEXIM2"
"ATP6V1B1"
"LIX1L"
"BAIAP3"
"MAGEA6"
"ZNF675"
"TSPYL2"
"C14orf133"
"ZNF681"
"SLC2A13"
"HOXD10"
"C3orf28"
"APOBEC3C"
"TIGD3"
"GADD45GIP1"
"NDUFB1"
"BXDC5"
"PCYT2"
"DAP3"
"ADAM33"
"TRAPPC1"
"HSPB2"
"ABCA10"
"PRMT8"
"TSNAX"
"FOXH1"
"CCDC78"
"CNTROB"
"SLC35F4"
"C6orf59"
"SERPINA6"
"RNF5"
"MAPBPIP"
"MORF4L2"
"CYFIP1"
"ZPBP"
"E2F1"
"CREB3L1"
"SCUBE1"
"ZNF236"
"SORCS3"
"MON1A"
"M-RIP"
"SNX11"
"WSB2"
"KCTD5"
"LOC387787"
"FGF1"
"ARID5A"
"IMMT"
"CDH9"
"MMP1"
"RHBDL1"
"ZFY"
"KPNA1"
"MCF2"
"LEFTY2"
"PARVB"
"PPP1R15A"
"SI"
"ZNF650"
"C16orf33"
"ZSCAN5"
"CCNA2"
"RNF14"
"CTBP1"
"LGR4"
"SAP30L"
"CYP11B1"
"PKN1"
"DECR2"
"GOT2"
"FIS1"
"RASA4"
"KTN1"
"RNF25"
"ZNF554"
"HNMT"
"MGMT"
"SRMS"
"BHLHB8"
"FLJ10769"
"PHACTR4"
"MAX"
"TRAM1L1"
"C8orf32"
"RAB11FIP2"
"HIC1"
"DYRK2"
"LDHD"
"C14orf128"
"KCND2"
"WDSOF1"
"GPR50"
"TUBB2A"
"LOC283849"
"LHX1"
"HIST3H2BB"
"PITRM1"
"ATG10"
"MGC13138"
"WBSCR19"
"HORMAD1"
"MUC7"
"CDC37L1"
"PHKG1"
"PPP1R13B"
"LZTR2"
"WTAP"
"PLD5"
"SSR2"
"SIGLEC7"
"ELF1"
"MRPS33"
"AUH"
"KIAA1285"
"NUMA1"
"RNF111"
"ATR"
"UPF3B"
"SERPIND1"
"FLJ30430"
"POPDC2"
"IRF3"
"PBEF1"
"RAP2C"
"ECRG4"
"IQCH"
"PRKCD"
"ATP6V0A1"
"FRG1"
"C15orf5"
"PGAM1"
"TBN"
"SNX25"
"GRK1"
"BCAN"
"RFFL"
"CTSE"
"IFIT1L"
"GEMIN5"
"KLK5"
"ZNF385"
"DBNDD1"
"RCL1"
"IL1RAPL1"
"POLR3F"
"NMU"
"MAN1B1"
"C6orf125"
"RPP21"
"ZNF200"
"SLC35A3"
"PAX8"
"C2orf18"
"C5orf4"
"RXRB"
"EPN3"
"NRIP1"
"VNN2"
"UBE2M"
"MYBL1"
"FLJ37396"
"SRRM2"
"CCDC99"
"SLC6A20"
"KIAA0514"
"NAV2"
"ATXN2L"
"GYG1"
"TGIF"
"Gcom1"
"C2orf16"
"HNRPLL"
"UBE2D2"
"BP75"
"AGPAT3"
"TPR"
"DOPEY2"
"UBL4A"
"MR1"
"DAPK2"
"PTGDS"
"DDOST"
"CTDSPL2"
"AMDHD2"
"GLT8D2"
"PPM1D"
"C9orf103"
"PHTF2"
"STARD5"
"GNA11"
"MARVELD2"
"PEX5"
"ZBTB10"
"CTSD"
"ABCA5"
"NEK11"
"RARA"
"ZNF567"
