Composite.Element.REF	TCGA-2L-AAQJ-01	TCGA-2L-AAQI-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-2L-AAQA-01	TCGA-3A-A9IU-01	TCGA-3A-A9I5-01	TCGA-3A-A9IX-01	TCGA-3A-A9IH-01	TCGA-3A-A9IN-01	TCGA-3A-A9IZ-01	TCGA-3A-A9IB-01	TCGA-3E-AAAZ-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUU-01	TCGA-IB-AAUP-01	TCGA-IB-AAUW-01	TCGA-IB-AAUS-01	TCGA-IB-AAUV-01	TCGA-Q3-AA2A-01	TCGA-F2-A8YN-01	TCGA-XN-A8T5-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-YH-A8SY-01	TCGA-RB-A7B8-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-US-A77E-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A774-01	TCGA-OE-A75W-01	TCGA-H8-A6C1-01	TCGA-L1-A7W4-01	TCGA-LB-A8F3-01	TCGA-YB-A89D-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-YY-A8LH-01	TCGA-LB-A7SX-01	TCGA-FB-A78T-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5ST-01	TCGA-IB-A5SS-01	TCGA-HZ-7924-01	TCGA-M8-A5N4-01	TCGA-HZ-7920-01	TCGA-FB-A5VM-01	TCGA-HZ-7923-01	TCGA-FB-A545-01	TCGA-HZ-7919-01	TCGA-HZ-A4BH-01	TCGA-HZ-7918-01	TCGA-HZ-A4BK-01	TCGA-FB-A4P6-01	TCGA-HZ-7925-01	TCGA-FB-A4P5-01	TCGA-Q3-A5QY-01	TCGA-HZ-7922-01	TCGA-H6-A45N-01	TCGA-FZ-5924-01	TCGA-F2-A44G-01	TCGA-PZ-A5RE-01	TCGA-HV-A5A6-01	TCGA-IB-A6UF-01	TCGA-LB-A9Q5-01	TCGA-XD-AAUL-01	TCGA-RB-AA9M-01	TCGA-HZ-8638-01	TCGA-HZ-8315-01	TCGA-HZ-8519-01	TCGA-IB-8126-01	TCGA-FZ-5923-01	TCGA-IB-8127-01	TCGA-FZ-5922-01	TCGA-F2-6879-01	TCGA-FZ-5921-01	TCGA-F2-6880-01	TCGA-FZ-5926-01	TCGA-FZ-5920-01	TCGA-FZ-5919-01	TCGA-HZ-8003-01	TCGA-IB-7893-01	TCGA-IB-7891-01	TCGA-IB-7889-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7886-01	TCGA-IB-7885-01	TCGA-HZ-8005-01	TCGA-HZ-8002-01	TCGA-HZ-8001-01	TCGA-IB-7652-01	TCGA-IB-7651-01	TCGA-IB-7649-01	TCGA-IB-7647-01	TCGA-IB-7646-01	TCGA-IB-7644-01	TCGA-IB-7890-01	TCGA-Z5-AAPL-01	TCGA-FB-AAQ1-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ6-01	TCGA-FB-AAPP-01	TCGA-2J-AABH-01	TCGA-2J-AABK-01	TCGA-2J-AABF-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AAB8-01	TCGA-2J-AAB4-01	TCGA-2J-AABO-01	TCGA-2J-AABR-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01
PARK7|DJ-1	1.220023648	0.557075193	0.75068005	0.792450441	0.293488293	0.831380178	1.009649873	0.474922903	1.007140739	0.775967521	0.514367583	0.806455264	0.650783442	1.090339197	0.283650059	0.855317237	0.864213677	0.79668682	0.393356476	0.549672227	0.612502528	0.504470836	0.603817765	0.71666605	0.611985074	0.299342332	0.874249103	1.230450816	0.62880524	1.488618751	0.766768508	0.851062715	0.295794391	1.082935523	0.651477869	1.250791556	1.532105654	0.530942956	0.62304064	0.788422549	0.189005898	0.829765298	0.518528603	0.654072027	1.000501181	0.637101092	0.97671892	0.546739557	1.099683785	0.828414378	0.969542042	0.686194062	0.685111739	0.258869347	0.680620512	0.584925362	0.559611833	1.155602516	0.398855531	1.171011125	0.550082137	1.249000367	0.620095838	0.631215338	0.53178203	0.85934052	0.149529755	1.703676486	0.518294901	0.902846601	0.987266772	0.967629036	0.71372023	0.499618851	0.82417173	0.436156749	0.903649535	1.234028532	0.851642634	0.577966801	1.180902289	1.064761242	0.741893015	1.379114297	1.170980259	0.588147975	0.906086693	1.227690269	0.562536584	0.966435397	0.615426153	0.750793434	0.793248363	0.756297892	0.944118111	0.134104821	0.690550521	1.366327207	1.081310808	0.945697963	0.806780918	0.339106005	0.839560849	1.766483699	0.337603784	0.367028236	0.944495139	0.746972818	0.568559841	0.665075283	0.242757518	1.116576279	1.134173153	1.536021281	1.325570561	0.713995375	0.841819527	1.17783778	0.640249931	1.404604676	0.512309588	1.21832762
DVL3|Dvl3	0.515500552	0.476676516	0.655947133	0.080948218	0.560971032	0.658230163	0.559843436	0.771876218	0.78384004	0.861916712	0.142703494	0.776545166	0.799902685	0.456917585	0.799371385	0.299379745	0.820040921	0.680719836	0.131935289	0.816378345	0.604541021	0.47869276	1.189998867	0.464210595	0.580364025	0.553389062	0.783038217	0.717255419	0.720163037	-0.245898316	0.40326964	0.791490445	0.338721038	0.616436151	0.800338343	0.79636624	0.442446968	0.661559643	0.803312169	0.901348649	0.534604266	0.523651871	0.271506151	0.439117963	0.477643296	0.783167177	0.640198095	1.109668865	0.759696541	0.782624722	0.200654171	0.603736613	0.589066017	1.35886936	0.594368189	0.74514931	0.383826702	-0.239143383	0.769279587	0.24167473	1.006733075	1.032428287	0.489676398	0.656745771	0.797298375	0.692484183	0.918650035	0.754664666	0.838391741	0.539608711	0.716815378	0.707796401	0.414484963	0.872457353	0.636600996	0.853829012	0.263819356	0.656745771	0.566258506	0.866599159	0.060996945	0.33391647	0.656745771	0.552554236	0.658006361	0.992827652	0.523688707	0.651313695	1.356771207	0.656745771	0.394464597	0.402236557	0.503091523	0.656745771	0.733458584	0.483207979	0.741969549	0.074609727	0.752250024	0.795631921	0.501503401	0.931655106	0.611867246	0.656745771	0.773344724	-0.236356661	0.749621148	0.555355742	0.368439483	0.445605144	0.41497603	0.6212107	0.224280012	0.777277383	0.625119031	0.654974805	0.577460561	0.739741216	0.695450986	0.305387781	0.643531596	0.722054373
CDH1|E-Cadherin	0.400234706	1.92114851	0.88072443	0.333680808	2.086282317	-0.722365847	0.441896331	1.072187969	1.566447725	0.669887844	0.683920998	-1.807421222	1.701191666	1.682169109	1.543212788	-0.572215051	1.910700145	1.083511437	0.157992526	0.400857194	0.561484194	-2.170753945	1.362236204	1.626234467	2.234577362	1.634729481	1.715876037	-0.866604907	0.453808262	1.195412013	0.078990177	0.962200488	1.801676609	1.745070543	0.396745173	1.829871581	1.217012835	0.191673899	1.621088844	1.151284695	0.801241123	1.161014551	1.677523821	1.556562047	1.978498088	0.455692639	2.047528814	0.247242852	-0.250952014	-0.526882595	0.702974671	-0.52524134	-0.660843151	1.863112277	0.094112264	0.389716024	1.995002529	-0.746230749	1.242698875	1.253972004	0.936616017	0.089812746	1.664516494	-0.752664863	0.779683593	1.146939632	0.148716054	-0.679032514	0.61292737	0.922863408	1.376394312	0.998199894	-0.860981024	0.999181848	1.641811983	1.17373675	1.081998537	-0.634530867	1.252817142	1.139382152	-1.142682877	2.062371138	0.728025877	1.898073071	1.893045378	1.15958866	0.481346064	1.493139321	0.708072109	1.720991258	1.291796389	0.219583554	0.352737583	1.938837637	-0.035508336	0.469380517	1.187194837	0.038559256	1.979084265	1.472994214	1.111820929	0.126569349	-0.065391964	0.018808354	1.34548274	0.284996977	1.64611809	1.43753367	0.326920823	1.048221966	2.122032686	-2.411235827	1.061303709	-0.637914529	0.393106485	0.174437005	0.845069229	1.310043664	0.818880025	-0.353794289	1.041988267	0.778580839
EEF2|eEF2	0.285645264	0.277337122	-0.059405818	0.404464353	0.391696694	0.492587684	0.489826985	0.294509577	0.352158995	0.13556484	0.009707299	0.297215775	0.331606798	0.580500762	0.543278069	0.621710192	0.250964297	0.156551306	-0.320186024	0.267969907	0.239230765	0.406285908	0.77008997	0.690735092	0.140136974	0.370102502	0.296763433	0.521555078	0.746964654	1.77338713	0.30643152	0.618532801	0.383330408	0.257887597	0.280931992	0.586540561	0.36330603	0.046676539	0.388818066	0.351184282	0.042383	0.330198509	0.216264243	0.332730739	0.572437105	0.173843888	0.722931695	0.602319487	0.486687414	0.39532993	0.694631171	0.538140286	-0.070771407	0.671864613	0.047183736	0.266667024	0.627454039	-0.441147373	0.689517988	0.90398995	0.624306358	0.376919035	0.272098266	-0.088971483	0.117379192	0.145395906	0.061380007	0.236265187	0.40575209	0.368881519	0.609282019	0.236449498	0.110658519	0.160477148	0.606776136	0.190048512	0.390495237	0.318576201	0.27545013	0.339743648	-0.329958454	0.400579678	0.293618805	0.889293433	0.436676939	0.526201469	0.282493065	0.930635549	0.450771503	0.42908137	0.040088713	0.137388926	0.140722995	0.338747755	-0.072648907	0.106738873	0.157320681	0.411238278	0.217133759	0.527437179	0.239606345	0.020730113	0.024303676	0.018857982	0.372999056	0.307962525	0.598607625	0.511490549	0.444123078	0.376661995	0.664730001	0.57678149	0.878009275	0.319051314	1.003000594	0.418885467	1.021055872	0.956120088	0.305766058	0.712454912	0.273478594	0.796134145
EEF2K|eEF2K	-1.057194766	0.418447113	-0.31604351	-0.041476211	-0.240786398	-0.286366133	-0.559294662	-0.314564713	-0.246789728	-0.483866119	-0.936513933	-1.087592036	0.18304903	0.091952626	-0.319273469	-0.532052514	-0.165941477	-0.358324877	-0.784183532	-0.382011541	-0.601440603	-0.62348575	-0.172210667	-0.123685021	0.374409945	0.408875588	0.051539149	-1.353628189	-0.528906604	-1.010981305	-0.498910351	-0.736391604	-0.264919954	-0.441880487	-0.546551888	0.455390404	-1.264595784	-0.802334937	-0.434144897	-0.281531858	-0.79949149	-0.668625898	0.132559429	-0.42837095	0.039741333	-0.525426101	0.285518092	-0.081289857	-0.910089782	-0.67652869	-1.130599669	-1.229571919	-0.724603541	-0.163053253	-0.744277626	-0.622036697	0.366948037	-1.067107336	-0.290835882	-0.641625211	0.121885331	-1.069159612	0.237466812	-0.368562298	-0.930679905	-0.355980327	-0.739720252	-0.879716197	-0.814261544	-0.44611785	-0.845467436	-0.482508668	-1.120401773	-0.638672393	-0.29654271	-0.654223233	-0.473962973	-0.683584041	-0.33513096	-0.057090092	-1.125604583	0.551337484	-0.68016598	0.446570084	-0.00575555	-0.136108479	-0.67607818	-0.176271362	-0.172491189	-0.317370957	-0.198638129	-0.914620882	-0.635900174	-0.214121661	-1.313325701	-0.645034562	-0.37435938	-0.992932799	-0.164148175	-0.045119276	-0.787237765	-0.29404073	-0.988486026	-1.236707847	0.124064227	-0.905241991	0.326494968	-0.337171488	-1.670281821	-0.342694517	1.164609703	-2.207656885	-0.321814487	-1.471937312	-0.942270749	-0.773291915	-0.366135329	-0.370078148	-0.842312258	-1.742356633	-0.53598112	-1.228741859
EGFR|EGFR	0.172041491	-0.022964144	0.017592386	-0.226043266	0.07323528	0.195737257	-0.1519994	-0.183081354	-0.100977672	-0.453058725	-0.033817953	-0.06429203	-0.465356738	-0.038769439	0.253976072	-0.403375625	-0.045040699	-0.208578704	0.054627531	-0.01042384	-0.142536081	0.203053912	0.453028216	0.154793586	0.014313626	-0.150243041	0.069774788	-0.110436185	0.034634109	-0.36723834	0.049074224	0.176484036	-0.099608397	0.046771287	-0.097630444	0.238600921	-0.127297901	0.038331167	0.028422387	0.043069838	0.286717343	-0.002781499	0.404646594	-0.109035998	-0.150077429	0.026091257	0.137599948	0.181679408	-0.264841234	-0.11467086	-0.264779452	-0.080034064	-0.054159435	0.329264226	-0.100796458	0.026011085	0.019212575	0.040390124	-0.150522714	-0.501025544	-0.192980437	-0.379331147	-0.159943367	0.073012682	-0.291581085	-0.066962777	-0.007622572	0.127400264	-0.171920957	0.135016655	-0.19326475	-0.069486742	-0.161256611	0.349856484	-0.002976269	-0.235037209	-0.361790575	0.071006094	-0.118432917	-0.046505322	-0.310278181	-0.063655928	0.28653547	-0.345925306	0.072831151	0.01631336	0.14863574	-0.312532654	0.234683917	-0.275213778	0.075312087	0.049384345	-0.020885384	0.070170026	-0.182613567	0.24265681	0.000569011	-0.074016279	0.240464015	-0.183393755	0.139690597	0.027214273	0.553032997	-0.179152139	0.160770351	-0.169221739	0.713820795	0.155627635	0.162071926	0.150188637	0.542590962	-0.523867513	0.397503949	0.000567911	-0.018961254	-0.1272467	0.251189863	0.113571981	-0.156638689	-0.418993943	-0.166333993	0.195633869
EGFR|EGFR_pY1068	-1.740036056	-1.181227676	-1.296798325	-2.191327035	-1.254909484	-1.590763379	-1.86691548	-1.509997959	-1.470923536	-1.975842012	-1.281687905	-1.893653483	-1.957052331	-1.098205204	-1.834772566	-2.150077162	-1.623473961	-1.641585168	-1.648078927	-1.800585596	-1.671283901	-1.978379837	-1.760208476	-1.730787072	-1.496552179	-1.418098779	-1.244497969	-1.950020735	-2.178171882	-1.891234975	-1.765452882	-2.014499969	-0.734055416	-1.821761218	-1.475966655	-1.7602377	-1.515206638	-1.814087095	-1.782631522	-1.906093454	-1.36077403	-1.810695182	-1.403349638	-1.614227412	-1.474670567	-1.166330042	-1.534139159	-1.511015363	-2.197125035	-2.004012013	-2.049193344	-1.832584257	-1.994812243	-1.652304814	-1.80072159	-1.820463211	-1.357790033	-2.287283809	-1.928098391	-1.788338688	-2.069488038	-1.782282637	-2.009185742	-1.84795906	-1.505644161	-1.761263108	-1.895043014	-1.675002828	-1.588369417	-1.851619932	-1.880632145	-1.934040048	-1.961409341	-0.994581103	-1.411067446	-1.594129981	-1.302774584	-1.755788399	-1.476399476	-1.441107199	-1.42800859	-1.86190378	-1.792199064	-1.63332142	-1.813589103	-2.029834261	-1.780834395	-1.562025983	-1.84323222	-1.57812763	-1.218260906	-1.667618792	-1.833177245	-1.440529444	-1.794966217	-1.501028633	-1.719523601	-1.186662093	-1.518871764	-1.864392344	-1.632103828	-1.560308467	-1.420112861	-1.985730265	-1.205040871	0.072065063	-2.120284882	-1.503644436	-1.91315191	-1.900113728	-1.58910775	-2.690446416	-1.439699087	-1.835037188	-2.445059198	-2.046217993	-2.20205973	-1.759111935	-1.769587037	-1.991246247	-2.17674664	-1.730027104
EGFR|EGFR_pY1173	0.81966923	0.567675395	0.69378973	0.597380739	0.337148919	0.661908817	0.4353711	0.531855415	0.421940107	0.42560074	0.839097208	0.812651008	0.542318851	0.340887218	0.356185308	0.391519122	0.356182887	0.508222577	0.93713446	0.669655076	0.673900789	0.917453224	0.476659311	0.357174276	0.490926084	0.396803472	0.483193368	0.76997706	0.467141183	0.624302786	0.718912422	0.622322755	0.648104277	0.793759419	0.560278148	0.657363292	0.708944508	0.613639	0.349739709	0.485543508	0.897178124	0.462489247	0.508454576	0.228551655	0.489554795	0.666626681	0.447624475	0.554720764	0.667229464	0.715516339	0.503118056	0.641889219	0.609928715	0.271515839	0.553615141	0.654890721	0.319391746	1.097798501	0.365603154	0.512333677	0.45594339	0.7643895	0.263012818	0.538474657	0.481943099	0.536280777	0.79854106	0.985870075	0.571769844	0.658263738	0.48286111	0.617188219	0.704866549	0.621485543	0.664009421	0.371155912	0.419020134	0.995611127	0.281238962	0.489031633	0.735169024	0.469048533	0.624837205	0.508702111	0.548250917	0.523846771	0.633918074	0.652302655	0.741201277	0.351556415	0.580387217	0.879565249	0.504329409	0.424625415	0.700390186	0.999481479	0.564764326	0.873897936	0.579113322	0.449714118	0.546194814	0.532154098	0.938723829	0.829161676	0.587101417	0.535240439	0.438348192	0.382018544	0.488458732	0.343925306	0.367236662	0.921078764	0.576425879	0.764300065	0.720060885	0.697180451	0.502307582	0.422697527	0.502120509	0.809658002	0.146792186	0.624621331
EIF4E|eIF4E	0.823473177	0.136857537	0.221942567	0.566406586	0.342839167	0.490329646	0.431580707	0.148975677	0.509359963	0.353890289	0.070811914	0.517203415	0.178423167	0.466997206	0.314791874	0.456745332	0.346669695	0.308379479	0.122639778	0.299487097	0.19578187	0.244436833	0.250951367	0.463923884	0.301475224	0.380249444	0.391644566	1.012884481	0.683581121	0.619882283	0.34076047	0.437804508	0.316684254	0.416099088	0.475685615	0.47799852	0.81879991	0.376470207	0.408762777	0.268236184	0.026143721	0.493614748	0.264887723	0.421429619	0.918819991	0.319364393	0.363293604	0.45126288	0.70959951	0.536816116	0.445497736	0.537355743	0.176976916	0.230329504	0.394409158	0.309722703	0.378177478	-0.210398594	0.371534268	0.630160741	0.274505635	0.742154135	0.245728646	0.240174309	0.320317135	0.340229554	0.216369689	1.263513099	0.252057076	0.580786686	0.554273007	0.59217706	0.382088341	0.242891413	0.629392833	0.207450005	0.281037257	1.041478484	0.375832398	0.282595952	0.436460669	0.459212878	0.273207996	0.800800527	0.561736946	0.424435593	0.411539983	0.590948241	0.313947552	0.562874479	0.28979849	0.214286671	0.427849166	0.371452677	0.831907368	0.112373821	0.34994596	0.9619941	0.383645469	0.610696732	0.475764885	0.156111926	0.684958174	1.127828512	0.372496547	0.278909665	0.675626223	0.515065753	0.238715683	0.507860317	0.480275746	0.779721544	0.503687526	0.880144217	0.735795705	0.561722361	0.554863497	0.683618557	0.349646986	1.141446455	0.209666661	0.499192867
ESR1|ER-alpha	-1.527086195	-1.548859276	-1.369264248	-1.427631391	-1.909855926	-0.964361959	-0.906220737	-1.620770596	-1.655353202	-1.4665172	-1.244963086	-1.17373434	-1.986264279	-1.357443893	-1.627626437	-1.442703063	-1.793014602	-1.543966275	-0.784341501	-1.265595324	-1.188160786	-0.665900162	-1.615573532	-1.967819474	-1.508995134	-1.520730801	-1.409924882	-1.460068121	-1.39443812	-1.29217111	-0.837413178	-1.485220327	-1.596375996	-1.290293455	-1.365405738	-1.578553472	-1.660657844	-0.900210247	-1.378552353	-1.803664467	-1.157812583	-1.120222052	-1.66779856	-1.551397902	-1.405460908	-1.522867515	-1.582541774	-1.542800547	-1.260804856	-1.280885161	-1.908667436	-1.217194702	-0.88989249	-1.802281954	-0.88395472	-1.367011748	-1.663799402	-0.488076524	-1.240421261	-1.548081216	-1.886231445	-1.590982965	-1.580291182	-0.682156904	-1.858450521	-1.068866534	-1.074144924	-1.134869167	-1.522697951	-1.496505323	-1.404434217	-1.553695544	-1.179660704	-1.256526741	-1.411106187	-1.51290874	-1.023708911	-1.402665087	-1.60197082	-1.68609943	-1.068966894	-1.969793997	-1.229615467	-1.391494741	-1.453062727	-1.259895662	-1.313747655	-1.291960384	-1.362433651	-1.533399016	-1.243401706	-1.043476372	-0.946982564	-1.777694422	-1.072699299	-0.982771829	-1.199083251	-0.999050594	-1.549935048	-1.258671167	-1.398023151	-0.586290084	-0.952990911	-1.65377743	-1.305232609	-1.696548649	-1.738359589	-1.642056475	-1.708508885	-1.538847788	-2.370094758	-1.556522256	-1.706659347	-1.422536844	-1.590762218	-1.447856643	-1.89842295	-1.78849547	-1.745651931	-1.672635246	-2.256969	-1.817407376
ESR1|ER-alpha_pS118	0.102564923	-0.139924548	-0.104920996	0.042526472	-0.210318816	0.008046721	-0.106881751	0.120855718	-0.166408985	-0.111388892	0.059768747	0.068286904	-0.22139324	0.065424769	-0.340982471	-0.273859706	-0.298974112	-0.177704414	0.091268914	-0.145020631	-0.095869319	0.16586787	-0.130657181	-0.307417905	-0.116768182	-0.193127901	-0.193201547	-0.053966533	-0.172701507	0.194791674	0.092744082	-0.075324736	0.019963593	0.038058966	-0.178792294	-0.00010757	-0.122354628	-0.019682082	-0.103592138	-0.235004558	-0.027360981	-0.042998901	-0.139325466	-0.38222968	-0.086970802	-0.22197896	-0.097270078	-0.041408852	0.093196771	-0.074383324	-0.177913849	0.040662387	-0.157825219	-0.288252024	-0.168231174	-0.137980951	-0.218843134	0.985170796	-0.225916338	0.054960028	-0.296504826	-0.092632972	-0.278385818	-0.019243268	-0.393879337	0.079153052	-0.019817691	0.301385519	-0.147475387	-0.174873734	-0.176698493	-0.219888123	-0.104559112	-0.155888712	0.110999026	-0.228580326	-0.09931021	0.13787807	-0.266587631	-0.175506179	-0.006241992	-0.257204361	-0.051755705	0.271410397	-0.015729999	-0.100947473	-0.131171625	0.110293959	-0.034915153	-0.138089026	-0.124322733	0.00935052	-0.093649721	-0.111738736	0.168771055	0.046643696	-0.211244364	0.105611674	-0.219403559	-0.094650886	-0.054478743	-0.040758519	0.175181676	0.065954502	-0.162826354	-0.457759904	-0.457570815	-0.428055055	-0.53994688	-0.528582676	-0.086952773	-0.647504759	-0.322536769	0.146400113	-0.101833831	-0.408761629	-0.295526512	-0.404507808	-0.505386952	-0.124635036	-0.771132236	-0.466717472
MAPK1|ERK2	0.870432834	1.041589183	1.026317567	0.921159472	1.221212437	1.012311525	1.074712652	0.909833798	1.158344801	1.1532214	1.778107677	0.941338005	1.256839518	0.950437471	1.347738159	1.242959464	0.973845323	0.905863917	0.743028169	0.79138592	0.935113057	1.03494049	0.984762264	1.395580833	1.213040749	1.178079436	1.072883085	1.021779138	1.271825984	1.171368355	0.932650563	1.329976819	0.747008333	1.277643618	0.934287101	1.632891677	0.867218198	0.605259759	0.931641427	1.10770339	1.826775092	0.727843803	1.095191266	1.140404844	1.250977866	1.66089542	0.899380208	1.319469379	0.848506758	1.30363348	1.220233416	1.169358933	0.903654748	1.070988717	0.925943585	0.977855114	1.004710902	0.282943037	1.013964324	1.113020791	0.997774436	0.92280356	0.868112108	0.73932784	1.087617365	0.95691801	0.737661577	0.313447978	1.670136377	1.113942819	1.036482975	0.981216477	0.656798615	1.038494217	0.507848314	1.12561941	1.044352196	0.675608925	0.99531534	1.246961066	0.714783233	1.199891644	0.861964318	0.616824578	1.247794993	0.91309269	0.959336043	0.790454448	0.932979148	0.784638427	1.111290673	0.821323834	1.274812797	1.287815037	-0.275655681	0.49968188	0.852695205	0.63244978	1.097978873	1.117077725	0.921699947	0.94775417	0.464054322	-0.081293425	1.255339739	3.157596655	1.489613288	1.28247933	1.800492883	1.113639667	0.679815218	1.389541179	1.823869243	0.683467271	1.568173737	1.268000024	1.603897805	1.588030716	1.104594562	1.607749492	1.314349247	1.913974354
FN1|Fibronectin	0.865316486	0.550346514	0.77840673	0.342188741	0.997138121	1.615263974	1.090176479	2.043281429	0.890592914	0.243764173	2.071447022	1.282280401	0.341566311	0.265375046	1.269869977	0.874972994	0.61071171	1.160608657	1.058007956	1.128883838	0.652444673	1.25785146	1.213365055	-0.09238984	-0.07324756	0.291867002	0.179918607	1.496481056	1.124676972	0.58863575	0.046984766	0.905722653	-0.168696687	1.227001766	1.672300947	1.29374186	0.623376673	0.494250663	0.745032385	0.819453744	1.918471729	0.022873099	-0.091072328	-0.281282011	-0.359887434	0.865997298	0.248064979	1.305634622	1.365889225	1.34859474	0.072081174	1.814308914	0.989228744	0.873743719	1.058432232	1.685059316	0.176911917	3.923487135	0.554515216	0.52809286	1.234157962	1.689413061	-0.412030002	1.018882029	1.467538823	0.962057849	2.110205649	1.081413563	1.588926305	0.823484837	0.553171378	1.049983985	1.441810705	1.486520813	1.037214488	0.946436431	0.378542536	1.566921269	0.129526245	1.020273591	1.031742731	1.00697249	1.06533075	-0.47306619	0.159089507	1.436944631	0.994020655	0.735985279	2.067086006	0.159006981	0.08197756	1.986773835	0.381212524	0.646557927	1.173617849	2.254797212	1.212137709	1.487112998	0.518075071	0.446823341	1.038048357	0.82521218	1.803534699	1.74970158	1.259514718	2.156616135	-0.08650055	0.446463219	3.261267292	0.951742629	-1.776969564	2.455321696	0.016918634	1.782029002	0.79130536	0.981470801	0.278748765	0.355747188	1.596153782	1.428968899	0.814496928	1.814808288
FOXO3|FOXO3a	-0.410242521	-0.519977061	-0.353576392	-0.740651078	-0.76111711	-0.243680235	-0.457381484	-0.587647552	-0.500712316	-0.665628614	-0.400660946	-0.200167989	-0.579662869	-0.444646755	-0.617234046	-0.482471994	-0.659529537	-0.432504258	-0.379497095	-0.36143306	-0.428788485	-0.26617405	-0.519396356	-0.673757663	-0.494101559	-0.460105575	-0.450438536	-0.240726431	-0.247267293	-0.478884265	-0.35416055	-0.341130363	-0.527786731	-0.397932406	-0.438909662	-0.454044142	-0.26777143	-0.336230057	-0.229636143	-0.663809772	-0.429699652	-0.300591477	-0.591630263	-0.61094016	-0.503363749	-0.374707011	-0.431722619	-0.522270583	-0.293052697	-0.386442158	-0.561641634	-0.328394477	-0.451899904	-0.535933004	-0.336592378	-0.428090537	-0.733450515	-1.000725163	-0.607615305	-0.408078998	-0.588829546	-0.413209945	-0.559690219	-0.30965705	-0.522908507	-0.47273259	-0.419379932	-0.04684241	-0.569102209	-0.360723236	-0.374680371	-0.395921274	-0.300129577	-0.39870189	-0.469919233	-0.628530238	-0.591557498	-0.251712633	-0.573140802	-0.524188565	-0.3262897	-0.618354963	-0.420635366	-0.383613795	-0.370911764	-0.41164957	-0.438898662	-0.289995905	-0.470368072	-0.397660395	-0.449163009	-0.502345805	-0.533385255	-0.518260399	-0.320203495	-0.50069693	-0.443532105	-0.515208574	-0.574576693	-0.393526911	-0.527298102	-0.427870206	-0.216937517	-0.435382151	-0.464314503	-0.526539831	-0.591135107	-0.81568945	-0.671592311	-0.540477101	-0.868412383	-1.289541474	-0.571915015	-0.366377102	-0.31482433	-0.481954247	-0.54860925	-0.518322464	-0.710346057	-0.576510472	-0.780883093	-0.526978647
GAB2|GAB2	0.439519808	0.876814387	1.161608084	1.300973627	0.801947486	1.000528927	0.844036689	1.26309923	0.901401831	1.098930273	0.452478247	0.823490994	0.907848371	0.998330762	0.685805675	0.706271023	0.880292563	1.102920654	0.789426189	1.010370863	0.930300217	0.694851362	1.047375075	0.792153022	1.01100222	1.11152515	0.993277787	0.36355676	0.654424287	-0.26898961	0.745006043	1.078830466	0.650949798	0.757919664	1.132317979	0.986976882	0.309749603	0.817462341	1.073369343	1.214200313	0.37714602	0.716870692	0.871793448	1.081362252	0.835010179	0.849253636	1.102410313	1.113873227	0.376993532	0.880601588	0.00153249	0.073334013	1.1816851	0.792641707	0.979831537	1.095763111	0.852303062	0.539871227	1.053043922	0.284976987	1.235638548	0.371589022	0.775329676	1.11937217	0.854031529	0.991113543	1.03446266	-0.015277846	0.261541402	0.570171908	0.687645948	0.765585053	1.006612426	1.215414363	0.409210513	0.984613733	0.486782616	0.263477641	0.944985364	1.186216396	1.030498769	0.7826665	0.657595982	0.132062838	0.802414857	1.010281356	0.610438934	0.601258589	1.082910882	0.850567641	0.964104976	0.430959489	0.881490424	0.952913335	0.320348528	0.906534566	1.173251437	-0.259002217	1.12054071	0.704021548	0.642669343	1.28416759	0.316109792	-0.032731389	1.283175225	0.048197903	0.702464163	0.613628553	0.573048675	0.651528924	0.991582358	0.189198968	0.4190421	0.478115591	0.480106036	0.730259332	0.394545947	0.837986388	1.01745395	-0.935660484	0.870414064	0.850154735
