Composite.Element.REF	TCGA-2L-AAQJ-01	TCGA-2L-AAQI-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-2L-AAQA-01	TCGA-3A-A9IU-01	TCGA-3A-A9I5-01	TCGA-3A-A9IX-01	TCGA-3A-A9IH-01	TCGA-3A-A9IN-01	TCGA-3A-A9IZ-01	TCGA-3A-A9IB-01	TCGA-3E-AAAZ-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUU-01	TCGA-IB-AAUP-01	TCGA-IB-AAUW-01	TCGA-IB-AAUS-01	TCGA-IB-AAUV-01	TCGA-Q3-AA2A-01	TCGA-F2-A8YN-01	TCGA-XN-A8T5-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-YH-A8SY-01	TCGA-RB-A7B8-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-US-A77E-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A774-01	TCGA-OE-A75W-01	TCGA-H8-A6C1-01	TCGA-L1-A7W4-01	TCGA-LB-A8F3-01	TCGA-YB-A89D-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-YY-A8LH-01	TCGA-LB-A7SX-01	TCGA-FB-A78T-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5ST-01	TCGA-IB-A5SS-01	TCGA-HZ-7924-01	TCGA-M8-A5N4-01	TCGA-HZ-7920-01	TCGA-FB-A5VM-01	TCGA-HZ-7923-01	TCGA-FB-A545-01	TCGA-HZ-7919-01	TCGA-HZ-A4BH-01	TCGA-HZ-7918-01	TCGA-HZ-A4BK-01	TCGA-FB-A4P6-01	TCGA-HZ-7925-01	TCGA-FB-A4P5-01	TCGA-Q3-A5QY-01	TCGA-HZ-7922-01	TCGA-H6-A45N-01	TCGA-FZ-5924-01	TCGA-F2-A44G-01	TCGA-PZ-A5RE-01	TCGA-HV-A5A6-01	TCGA-IB-A6UF-01	TCGA-LB-A9Q5-01	TCGA-XD-AAUL-01	TCGA-RB-AA9M-01	TCGA-HZ-8638-01	TCGA-HZ-8315-01	TCGA-HZ-8519-01	TCGA-IB-8126-01	TCGA-FZ-5923-01	TCGA-IB-8127-01	TCGA-FZ-5922-01	TCGA-F2-6879-01	TCGA-FZ-5921-01	TCGA-F2-6880-01	TCGA-FZ-5926-01	TCGA-FZ-5920-01	TCGA-FZ-5919-01	TCGA-HZ-8003-01	TCGA-IB-7893-01	TCGA-IB-7891-01	TCGA-IB-7889-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7886-01	TCGA-IB-7885-01	TCGA-HZ-8005-01	TCGA-HZ-8002-01	TCGA-HZ-8001-01	TCGA-IB-7652-01	TCGA-IB-7651-01	TCGA-IB-7649-01	TCGA-IB-7647-01	TCGA-IB-7646-01	TCGA-IB-7644-01	TCGA-IB-7890-01	TCGA-Z5-AAPL-01	TCGA-FB-AAQ1-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ6-01	TCGA-FB-AAPP-01	TCGA-2J-AABH-01	TCGA-2J-AABK-01	TCGA-2J-AABF-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AAB8-01	TCGA-2J-AAB4-01	TCGA-2J-AABO-01	TCGA-2J-AABR-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01
BAK1|Bak	1.724060435	1.192473418	1.454063245	0.949160468	1.145150121	1.807987086	1.390741927	1.372545361	1.10126973	0.960787227	1.757304062	1.648139311	0.909717775	1.103719181	1.119525182	1.353929638	1.111109598	1.323020635	1.821290788	1.601835383	1.608236559	1.85934813	1.52114428	0.980508952	1.104375917	1.060084258	1.200353822	1.606093506	1.485080507	1.169338575	1.50185244	1.470340255	1.215982379	1.537857819	1.450396676	1.823779845	1.423836018	1.436233898	1.224841722	1.179111819	1.711765008	1.434543665	1.104642028	0.854640661	1.121358529	1.528775863	1.286283523	1.407795427	1.541173584	1.600401467	0.938648031	1.696780072	1.444286832	0.993147725	1.656937831	1.642886185	1.054654827	2.611583108	1.136529938	1.171976796	1.342105214	1.767932887	1.019479995	1.64653215	1.165355564	1.300994492	1.944592613	1.734418667	1.598179315	1.408640021	1.102146271	1.354025255	1.609518296	1.437965065	1.331322547	1.22476033	1.08436279	1.673523978	1.041541248	1.258370705	1.499578136	1.315199874	1.693149398	1.175733258	1.23048965	1.650708667	1.542039543	1.455908518	1.812971164	1.07801569	1.325171578	1.796712137	1.375457247	1.323910778	1.659402162	1.925475465	1.592028108	1.768049593	1.176845092	1.344391333	1.495374521	1.571896713	1.951810945	1.596254416	1.265766968	0.526760312	0.423723912	-0.09026059	0.447639422	0.253461724	0.689550345	0.809822747	0.39442025	0.751271312	0.801931302	0.513531927	0.750284113	0.276941363	0.118618938	1.091986521	-0.070317121	0.413902829
BAX|Bax	2.143513183	1.085392247	1.025202833	1.253443632	1.17751148	1.115082105	1.555834392	1.314130296	1.500908786	1.238088195	0.987143361	1.535029116	1.125421508	1.163376584	1.09749522	1.895165132	1.093166789	1.36675409	0.792309755	1.126746565	1.209800333	1.570735024	1.39808724	1.275970729	1.684286046	1.012125659	1.720591554	2.33768451	1.81888047	0.842065059	1.626277442	1.825542091	1.068465422	1.58661305	1.652523254	1.67620727	2.017681625	1.144876071	1.592183291	1.418265497	1.10587962	1.554025955	1.370703294	1.128053912	1.40086808	1.337396734	1.290013429	1.786539966	1.796938859	1.57233305	1.299209092	1.944387885	1.214156346	1.419175604	1.086939195	1.120804755	1.417635976	1.397802773	1.458474353	0.8121776	1.554139108	1.854329962	1.221893601	1.050661639	0.765049021	1.341190439	1.057648628	2.620461444	1.489111956	1.86989852	0.998606548	1.613707722	1.345245517	0.949989839	1.695751651	1.009858632	0.167530627	2.141798605	1.02760868	1.359409958	0.775406175	1.558829823	1.57979101	0.724552339	1.225643395	1.34951066	1.654497873	0.801534169	1.16714404	1.037207893	1.026388914	1.158425894	1.051246497	1.546374003	1.793807616	1.017560494	1.318096061	1.21248712	0.747686687	1.477071328	1.359561775	1.113096354	1.509920267	2.776782906	1.106557451	1.345244943	1.210216253	0.890794563	0.956239185	1.340812133	1.064984337	1.640427055	1.355040526	1.783938831	1.621292339	1.12041037	1.508938374	1.442627857	1.00708504	1.892168159	1.051507828	1.223659261
BCL2|Bcl-2	-0.861030133	-1.016108924	-0.697190925	-1.064259126	-1.378314062	-0.527328392	-0.185147742	-0.79553059	-0.824979443	-0.976778891	-1.252361903	-0.737027415	-1.223903671	-0.610515407	-1.306903955	0.874753487	-0.903245079	-0.829255189	-0.556411361	-0.679849106	-0.613848939	-0.523666534	-1.056193861	-1.123784262	-0.68622846	-0.970939812	-0.921248702	-0.467142583	-0.686238683	-1.035015976	0.283730541	-0.580779119	-1.226157119	-0.615582282	-0.793977134	-0.885600279	-0.551517891	-0.788698383	-1.132606488	-0.907530966	-1.310074976	-0.529598507	-1.016120591	-0.75801578	-0.953482204	-0.729755332	-1.009400852	-0.844730244	-0.613104574	-0.384438272	-0.51901944	-0.636417191	-0.320360311	-0.856925689	-0.534661653	-1.135294473	-1.141059524	-0.679517331	-0.774815085	-0.667494151	-0.958206854	-0.656088443	-0.769581384	-0.661071442	-0.890153178	-0.646891464	-1.05577512	-0.290511597	-0.979179021	-0.627916825	-0.730171096	-0.784379674	-0.568883215	-0.910974985	-0.826822352	-0.998092052	-0.812252505	-0.656394516	-0.720043433	-0.809250174	-0.119615608	-1.100667602	-0.842017419	-0.841852018	-0.654195107	-0.967686412	-0.376272895	-0.725959998	-1.092729697	-0.524392656	-0.647515785	-1.347318976	-0.525813931	-0.553554761	-0.350719137	-1.256022018	-0.47287656	-1.111865179	-1.271098949	-0.770808847	-0.747996716	-0.642217327	-0.785524435	-0.644791184	-0.990396477	-0.572924475	-0.927616619	-0.754377559	-1.499876509	-0.860988952	-1.552205398	-0.38144678	-0.853242794	-0.280828894	-0.563855743	-0.721725594	-0.952858708	-0.834571052	-0.783609299	-1.594656648	-1.326590294	-0.941898258
BCL2L1|Bcl-xL	-0.105045005	-0.031290067	0.068275692	0.139872349	-0.326307308	-0.086702362	0.145988233	-0.205757032	-0.100719276	0.093452323	-0.082387685	-0.216355948	-0.406159766	0.047536672	-0.00279165	0.002787075	-0.114475108	-0.045001134	0.366053663	-0.125327798	0.202867267	-0.076180911	0.187770652	0.032702232	-0.152877089	0.054594469	-0.109334651	-0.279479699	0.21417733	0.263845656	0.036981035	0.192307653	0.458427717	0.354124868	-0.143181015	-0.027481484	-0.150902449	-0.069133248	0.014180616	0.209963861	0.044504561	0.132393008	0.08325629	0.138343421	-0.230210088	-0.094028358	0.090997568	-0.227135684	-0.11018795	-0.157389272	-0.10554753	-0.052628771	0.127639271	-0.405671273	0.09295083	-0.005521595	0.054538253	0.26290197	0.191245151	-0.281645478	-0.074968154	-0.329960162	-0.192855101	0.230714362	-0.089244933	-0.108494723	0.189361869	0.040963739	-0.162549315	0.070162669	-0.369157119	0.066106854	0.007297348	-0.026566013	-0.249415728	-0.169800768	-0.377414242	-0.104531038	-0.278619197	-0.163124063	-0.640352843	-0.104689025	0.021398665	-0.266820811	-0.32163854	-0.015902078	0.002866685	-0.358219427	-0.188539586	-0.060381146	0.18549369	-0.030832527	0.191084991	0.02127491	-0.451660128	-0.102533013	-0.079787815	-0.40963865	0.370504651	-0.169915926	-0.261224714	0.112095967	0.018465709	-0.051871146	-0.174665746	-0.355582675	-0.426923989	-0.673454396	-0.291329495	-0.428022925	-0.231370429	-0.091817244	-0.574894394	-0.091482551	-0.038792628	-0.27970317	-0.343987984	-0.400988849	-0.48941303	0.123807352	-0.780837757	-0.224864573
BECN1|Beclin	-0.475247203	-0.350218399	-0.26741197	-0.518909628	-0.440995643	-1.27622082	-0.707678061	-0.513245329	-0.591968406	-0.617786686	-0.500591108	-0.644503551	-0.587281756	-0.399209584	-0.828036256	-0.466535948	-0.608125238	-0.406959786	-0.28230294	-0.300630576	-0.548130654	-0.341994533	-0.61931596	-0.348317274	-0.343879759	-0.571295531	-0.160439223	-0.452875869	-0.8321723	-0.615433503	-0.515262063	-0.516158892	-0.759727479	0.108022062	-0.552704209	-0.21116243	-0.472024651	-0.598353654	-0.6265284	-0.571783306	-0.72072845	-0.561141551	-0.652631145	-0.61815801	-0.446856862	-0.5265052	0.370238514	-0.437301808	-0.608293585	-0.518402881	-0.579520197	-0.622901132	-0.362128419	-0.590966835	-0.75430572	-0.210482611	-0.76553982	-0.493895669	-0.55898813	-0.532235637	-0.516782587	-0.453549473	-0.66230871	-0.560135917	-0.443095506	-0.453919728	-0.181262344	-0.47687731	-0.389379593	-0.537470235	-0.579147707	-0.336320075	-0.3754985	-0.515028801	-0.36555329	-0.28987588	-0.59800725	-0.375380421	-0.656988078	-0.480549233	-1.064887373	-0.61814126	-0.437789729	-0.652554907	-0.458379559	-0.451440063	-0.399573375	-0.385696632	-0.455832344	-0.563936165	-0.72546393	-0.379414328	-0.394655829	-0.622471477	-1.016673821	-0.432874585	-0.58072097	-0.776497878	-0.543617349	-0.522854414	-0.296491284	-0.47975065	-0.425120927	-0.651796296	-0.564195215	-0.257141983	-0.696729642	-0.655716695	-0.670594285	-0.492541827	-0.433810458	-0.318947033	-0.725186218	-0.406049837	-0.576790461	0.237933166	-0.765390893	-0.659516274	-0.363868399	-1.078156559	-0.546746405	-0.461781059
CTNNB1|beta-Catenin	1.312571666	2.156726563	1.734459763	3.07526297	2.088437634	1.445189961	2.052681461	2.007568654	2.140966656	1.896865355	1.179822463	1.140677589	2.263170988	2.859737378	2.544906833	1.176544686	2.670695309	1.728249099	1.172633238	1.465390448	2.014060686	1.211647918	3.033497176	2.534788699	2.739884802	2.088384497	2.181582821	0.090948663	1.763328666	1.70654985	1.396318366	2.074779606	2.693258963	2.277403416	1.779232913	2.330209324	1.53431653	1.424777968	2.454730619	2.204388398	1.520975866	2.163810093	2.621357734	3.148636766	2.602100906	1.277991821	3.04888343	1.836134745	1.124858519	1.546297921	1.62954056	1.022588463	1.212883243	2.398533051	1.602258197	1.520120643	3.111187366	-0.208405956	2.382322353	2.117614978	2.347740619	1.09956102	2.37588164	1.056308344	1.601060839	1.903009851	1.243909283	0.300191202	1.76325825	1.490383058	2.346043802	1.44265688	0.959457434	1.475608937	2.853370954	2.449562017	2.485869244	-0.167335109	1.854298594	1.955005481	0.674996739	2.706997843	1.298705543	2.215365829	2.171074129	1.903862691	1.187334001	2.072926679	1.545316196	2.073170346	1.778123281	1.178130695	1.428925396	2.453465719	0.304937338	1.5743571	1.966998622	-0.835808125	2.527101812	2.073013229	1.578056311	1.220806399	0.254291021	-0.107013792	1.911632801	0.844004106	2.527419258	2.537173545	1.674624785	1.99512228	3.767851754	0.958285636	2.166754937	0.994851996	1.586774954	1.6339422	1.911323262	2.632482065	1.74207369	-0.664020017	2.144805334	1.743063628
BID|Bid	0.710351662	0.560032425	0.561670095	0.532828904	0.468116169	0.877139122	0.593945606	0.544140796	0.490350042	0.506274285	0.857452397	0.743132159	0.389997428	0.424003223	0.68730624	0.575388012	0.384336742	0.528245109	0.837940322	0.664866565	0.696165386	1.036196772	0.620610326	0.412805489	0.554199048	0.487170596	0.474685416	0.754079246	0.648564212	1.029461899	0.793758193	0.667031271	0.745250483	0.703088941	0.653147621	0.642512549	0.701685399	0.740471168	0.703936197	0.445992371	0.864830761	0.706049124	0.561154454	0.384542352	0.458145256	0.675395401	0.438534887	0.577685794	0.762327771	0.660419699	-0.048877578	0.864965878	0.599719894	0.445260186	0.674774525	0.721351475	0.543626058	1.43946994	0.580963228	0.645125551	0.5072658	0.667277706	0.427635479	0.910496629	0.575966095	0.566291292	0.841241681	0.904688831	0.717709746	0.634757516	0.569122355	0.507574014	0.732272198	0.703118212	0.668941659	0.518345508	0.554638602	0.793797742	0.3245052	0.520806298	0.559756522	0.446281123	0.710253759	0.679429038	0.543001548	0.740419076	0.578705354	0.612562703	0.750747263	0.321128216	0.619278761	0.918860523	0.673192783	0.451277586	0.725100251	0.906306853	0.573449185	0.851317903	0.514545495	0.663071299	0.627062222	0.909277102	0.849640623	0.676397358	0.57130771	0.70501863	0.731026917	0.734470907	0.82027622	0.984064305	0.685845615	1.326163378	0.811278039	0.969080716	1.09033385	0.999793909	0.750136538	0.775527139	0.812398055	1.059228736	0.321561909	0.756968208
BCL2L11|Bim	-0.166523161	-0.72381881	-0.511265387	-0.304193902	-0.808101161	-0.058981024	0.031316689	-0.189422971	-0.069735594	-0.070466513	-0.465031377	-0.403615457	-0.297540783	-0.272778271	-0.002546051	0.990498562	-0.465550308	-0.26347166	-0.479071715	-0.400392247	-0.408857104	-0.573194689	-0.013372097	-0.216979091	-0.481738007	-0.580986741	-0.311502076	-0.095604425	-0.276648518	-0.697875051	0.290916714	0.034593523	-0.321064198	-0.485303245	-0.313625718	-0.023956446	-0.155248617	-0.485204265	-0.463121822	-0.461339586	-0.511816882	-0.028932427	-0.375128854	0.161354955	-0.232311641	-0.617389609	-0.216383763	-0.209472291	0.00227309	0.062550458	-0.749512775	-0.3281818	-0.10003978	0.350772364	-0.153997131	-0.654659046	-0.591688038	-0.171712503	-0.348086679	-0.422851416	-0.396377612	-0.115911789	-0.049561899	-0.242649818	-0.562889471	-0.178498712	-0.553180084	0.112151776	-0.39563825	0.007186146	-0.318605462	-0.095043976	-0.298440193	-0.37341081	-0.336759409	-0.395251328	-0.485273169	0.126290829	-0.503646221	-0.005451349	-0.115816056	-0.252885627	-0.332551138	-0.573769499	-0.314528276	-0.349547871	0.072762313	-0.35055861	-0.103964379	0.027271388	-0.347180359	-0.405171882	-0.184625143	0.417293014	0.144783091	-0.425037183	-0.05016021	-0.52026389	-0.415594594	-0.012425076	-0.148991714	-0.254208271	0.376440433	0.063396523	-0.369173504	-0.488577126	-0.415741062	-0.46332948	-0.929700806	-0.356227615	-0.620439863	-0.28375464	-0.386495336	0.237701339	-0.084139142	-0.215198755	-0.229456194	-0.547232576	-0.424684965	-0.121883705	-0.829540518	0.093963815
JUN|c-Jun_pS73	-0.457375143	-0.734871319	-0.706247328	-0.820076398	-0.19004583	-0.723197036	-0.743616652	-0.517118617	-0.80576289	-0.703279386	-0.759030184	-0.69566826	-1.225207584	-0.650438753	-1.135613453	-1.023948413	-1.141478403	-0.889336982	-0.341592857	-0.416910027	-0.815396706	-0.707305622	-1.171676114	-0.650097566	-0.734364373	-0.694238147	-0.886285929	-0.969465284	-1.27261443	-1.125507762	-0.660587087	-1.254113075	-0.79410033	-0.913012569	-0.891578983	-1.089080722	-1.064297352	-0.249734812	-0.541378781	-0.988950634	-0.909418011	-1.088679095	-0.494347841	-0.881788659	-0.626930689	-0.880394913	-0.846478566	-0.535464083	-0.954725913	-0.91026941	-1.070673383	-1.13578913	-0.626010681	-1.094903437	-0.943107473	-0.832463881	-0.796002258	-0.676468321	-1.154038485	-0.966760606	-0.715195985	-1.266242357	-1.044352323	-0.715630858	-0.634262387	-0.921747412	-0.812129001	-0.768468369	-1.228140326	-0.827424111	-0.929434778	-0.90141869	-0.871198194	-0.700011864	-0.773897563	-0.927559544	-0.539367445	-0.588110824	-0.612995364	-0.927737504	-0.4155597	-1.102182414	-0.810262629	-0.687244585	-0.996827426	-0.849989863	-0.709228425	-0.632916379	-0.844023065	-0.849276458	-0.950385089	-0.997980686	-0.820079006	-0.972964652	-0.90237827	-0.811436581	-0.805127111	-0.741209934	-0.728734982	-0.909847123	-1.099820721	-0.923047057	-0.945955199	-1.010899737	-0.795328006	-0.97714466	-0.971817149	-0.509477865	-0.532141708	-0.702294532	-0.916998116	-0.760010312	-0.739808257	-0.377228222	-1.028201421	-1.113500084	-1.210061628	-0.961831161	-0.579337011	-0.813932543	-0.815613942	-0.605284122
KIT|c-Kit	0.184557015	-0.175201291	-0.029328932	0.232019356	-0.228208585	0.350679585	0.765906331	0.200203706	-0.143905739	-0.176296351	-0.010400457	0.563529057	0.036531373	0.567251958	-0.094354505	0.197506614	0.457727826	0.424589654	0.272949998	0.610858419	0.659786842	0.212342655	-0.199805126	0.260583891	0.106037786	0.014190015	0.118331302	0.273357644	0.203065743	-0.324916791	0.332772528	0.150870376	0.59715223	0.345136727	0.274917891	0.094737732	0.523246258	0.441732054	-0.05920595	-0.18042438	0.11135632	0.134227195	0.363016325	0.653798473	0.103247758	-0.012106212	0.186939268	0.125611035	0.30528947	0.37210959	1.014186877	0.193422879	0.946617464	-0.195392613	0.669231552	0.029125795	0.415315985	0.779669576	-0.123274549	-0.116525964	0.443770905	0.423960115	0.49050166	0.325322286	0.443923501	0.360878881	0.142017072	0.603194273	0.248213096	0.246576378	0.219317894	0.147262232	0.313559482	-0.075882234	0.200200225	0.068448511	0.309011579	0.327883639	-0.170985295	0.078456561	0.434709495	-0.159820355	0.126290859	0.108510739	0.237633625	0.29552987	0.506988145	0.047076096	0.041811663	0.300915892	0.488311148	0.125026426	0.513497273	0.286814738	0.598222275	0.028226045	0.522695647	0.204972574	0.360957498	0.112141966	0.311916232	0.593751597	0.369392677	0.509272459	-0.130412418	0.064904672	0.06440517	0.474319868	-0.063033742	0.023959939	-0.448295901	0.267159616	0.080644622	0.382414473	0.235344788	0.686761574	0.008814379	0.303301904	0.614894238	0.053155281	0.238025737	0.241824058
MET|c-Met_pY1235	0.548780674	0.417865996	0.456347165	0.598314675	0.264178983	0.280701818	0.261040108	0.468444383	0.309644403	0.377682537	0.598267212	0.432014439	0.355445508	0.294180785	0.305598745	0.375541207	0.340324266	0.353895357	0.646795796	0.49504336	0.391928883	0.587744172	0.40793629	0.277432987	0.386500311	0.401445926	0.359993173	0.664313157	0.329717834	0.862010401	0.534090555	0.391477805	0.407559518	0.496110131	0.42611302	0.56490012	0.581198398	0.45472418	0.331795551	0.337550356	0.57183046	0.465326768	0.386093792	0.271946442	0.437920684	0.473140486	0.391717704	0.414790597	0.622498892	0.484909924	0.433088617	0.634797965	0.489702244	0.279750852	0.258360982	0.51773439	0.167151084	0.347491809	0.364092616	0.528416057	0.388745796	0.658546168	0.270217341	0.49342846	0.420957576	0.353237593	0.671296002	0.927504732	0.508708304	0.482963929	0.486350667	0.470085774	0.519899939	0.382416102	0.482013014	0.321083371	0.390441604	0.880010417	0.319409865	0.381263365	0.055567812	0.279114254	0.497966757	0.548281484	0.407343315	0.428791755	0.472105766	0.68051774	0.525879185	0.297129792	0.263050541	0.637663406	0.364062905	0.290442063	0.533475216	0.659995307	0.385001922	0.733777343	0.32408905	0.485931984	0.407068236	0.4312379	0.690365673	0.685384757	0.389448653	0.557826109	0.400191117	0.377515414	0.442797061	0.380563805	0.330916568	0.731749099	0.447125223	0.599666645	0.704420676	0.605840021	0.487013715	0.400586411	0.403492562	0.692625548	0.101954345	0.468577394
MYC|c-Myc	1.572400245	0.681748755	0.724745409	0.34291585	0.439660339	0.131156225	0.210486483	0.583185496	0.770080211	0.150768467	1.556429944	0.34072881	0.747354571	0.588432075	0.760499243	0.065733503	0.52148675	0.752249114	2.290435362	2.644992457	0.839307824	0.821185525	2.235579326	1.608790972	1.634800799	1.022946977	0.566494589	1.100632971	0.490669382	2.038564282	0.661860711	0.333868187	0.555832852	1.118407595	0.617642177	0.697022934	0.560747363	0.942303481	0.755342742	0.949195191	0.924186722	0.493624948	0.982424735	0.22216287	1.506664329	3.462156014	1.411473114	0.395757347	0.952710518	0.661219955	3.926936753	0.931256849	0.84851598	0.936947939	0.797853032	0.839595722	0.214859354	1.756768063	0.16256526	1.20575425	0.809072427	1.433570495	2.677615563	1.051506382	2.259085324	1.726954895	1.208179805	1.655560252	0.216388457	1.045743157	1.102509623	0.87333487	0.531285801	1.43415708	0.595725367	0.582407087	1.426075953	1.945144331	2.786688225	0.409261115	0.817883734	2.048376597	0.887587213	0.696003062	0.69189898	0.665207171	0.832463012	0.522836418	0.90534254	1.942010696	2.158806984	0.478166103	0.621093515	0.699613774	1.026959014	0.976152781	0.450385837	1.376488084	0.301799558	1.611286257	0.639722799	1.103797919	1.290517837	2.684338822	0.883562063	2.264930455	1.130775555	1.397930676	1.98336975	1.843810405	0.568988902	1.431166017	1.607469545	2.064361709	1.556763402	1.616649958	1.244527522	1.060575491	1.461898309	1.534222484	0.920314856	1.599718144
RAF1|C-Raf	0.96998472	0.887633379	0.811292148	1.103932801	0.931502712	1.178949666	0.94862566	0.943426287	1.042072593	0.596344273	0.987918849	1.030860936	1.055950242	0.797079596	1.047476963	1.436361349	0.890380128	0.87882923	0.881530211	0.924242919	0.884135735	1.233048961	0.956583506	0.741278638	0.942700972	1.078491526	0.857491026	1.083366175	1.02365723	1.008217028	1.34928628	1.198515785	1.119789008	0.941321174	1.034572748	1.042855759	0.993198292	1.072537304	0.993206214	0.884615659	1.046973705	1.109571654	0.748132503	0.832829366	1.024172552	0.910027673	1.041777854	1.052417397	1.083253505	1.200567435	0.875096889	0.972874951	1.043763222	1.336132108	0.891654581	0.997323488	0.87485005	1.197856973	1.022244079	0.612014053	1.191736706	0.925691851	0.947115174	1.135358964	0.787675737	0.907103587	1.023275126	1.204018391	0.798932765	1.033317891	0.664015847	0.929645316	1.076579224	0.870894504	0.971648397	0.959272646	0.402866559	1.190754057	0.692730191	1.050104174	0.723432484	0.827388362	0.942277818	0.702579095	0.753519975	1.015380154	0.949560016	0.722842212	1.072570736	0.63016333	0.863394488	0.932366687	0.968981822	0.841103819	0.86203483	1.168733341	1.005114284	0.962195913	0.902890868	0.645285945	0.795006545	1.131074683	1.008884738	0.910459703	1.029724719	0.503627457	0.60060481	0.688569365	0.67713259	0.660532077	1.104778068	1.218254032	0.515263842	0.855871443	0.862592977	0.754757762	0.680075063	0.629633277	0.711009737	0.662152088	0.650704116	0.617693932
RAF1|C-Raf_pS338	0.52168018	0.135014597	0.18588467	0.225282989	0.121790137	0.301467113	0.066543215	0.19797039	0.048072209	0.010102245	0.458186158	0.427437006	0.078975545	0.095657542	0.043919142	-0.017297887	-0.061788277	0.251550055	0.483846619	0.279633179	0.23960771	0.461772186	0.095405297	-0.081379911	-0.007212974	0.041361146	0.191337112	0.505179507	0.077427422	0.316488533	0.397217589	0.216781691	0.285625647	0.363404947	0.195390456	0.153727539	0.428781717	0.371062686	0.166439658	0.025996026	0.487876945	0.361078856	0.180558785	-0.12675135	0.055702061	0.327349002	0.034134361	0.203022392	0.40363533	0.318480781	0.071170164	0.463957768	0.15156008	-0.125457661	0.290370629	0.329004892	-0.004432667	0.49557623	0.039973613	0.167573714	-0.022292997	0.254170396	-0.116921236	0.372309066	0.184383272	0.21897214	0.499651483	0.680775823	0.262586423	0.293978539	-0.042319503	0.142111079	0.417957283	0.197981664	0.279882482	0.072408596	-0.008508388	0.575960811	-0.029038152	0.062214419	0.196535051	0.106006609	0.354539625	0.335729173	0.142473101	0.254398986	0.240177515	0.262981295	0.228759705	-0.067259279	0.306121632	0.463536569	0.236372791	-0.003217385	0.42934635	0.463200438	0.146617829	0.476098354	0.117920285	0.115648143	0.11273063	0.388139324	0.641316925	0.499851348	0.063385603	0.241933248	0.157734091	0.287269933	0.305606845	0.292795079	0.05225321	0.782401244	0.180913845	0.628526424	0.354182751	0.566303308	0.320644953	0.160274702	0.144060987	0.71707475	-0.135424445	0.336515574
